trace_id,feature,kind,requirement_id,requirement,spec_path,api,implementation,tests,ci_evidence,classification,notes
005-FR-014,005,FR,FR-014,The logging system MUST function with a default configuration even if no explicit initialization call is made (zero-configuration startup).,specs/005-core-logging-assertions/spec.md:108,"Source/Core/Public/Core/{FLog,FLogCategory,FLogConsoleSink,SGAssert,SGLog,SGPlatformBreak}.h","Source/Core/Private/{FLog,FLogCategory,FLogConsoleSink}.cpp",Tests/LoggingAssertionTests.cpp; Tests/Main.cpp,.github/workflows/ci.yml; Build/*/Tests/StonerTest,FeatureMapped,"Feature-level evidence seed for logging, assertion, filtering, and thread-safety contracts."
005-FR-015,005,FR,FR-015,"System MUST provide pre-defined log categories for existing engine layers: `LogCore`, `LogRHI`, `LogRenderer`, `LogBackend`, `LogApplication`.",specs/005-core-logging-assertions/spec.md:109,"Source/Core/Public/Core/{FLog,FLogCategory,FLogConsoleSink,SGAssert,SGLog,SGPlatformBreak}.h","Source/Core/Private/{FLog,FLogCategory,FLogConsoleSink}.cpp",Tests/LoggingAssertionTests.cpp; Tests/Main.cpp,.github/workflows/ci.yml; Build/*/Tests/StonerTest,FeatureMapped,"Feature-level evidence seed for logging, assertion, filtering, and thread-safety contracts."
005-SC-001,005,SC,SC-001,A developer can add a log statement to any engine source file and see formatted output on the console within one compilation cycle — no additional setup or initialization code required.,specs/005-core-logging-assertions/spec.md:123,"Source/Core/Public/Core/{FLog,FLogCategory,FLogConsoleSink,SGAssert,SGLog,SGPlatformBreak}.h","Source/Core/Private/{FLog,FLogCategory,FLogConsoleSink}.cpp",Tests/LoggingAssertionTests.cpp; Tests/Main.cpp,.github/workflows/ci.yml; Build/*/Tests/StonerTest,FeatureMapped,"Feature-level evidence seed for logging, assertion, filtering, and thread-safety contracts."
005-SC-002,005,SC,SC-002,All five severity levels produce visually distinguishable output (different labels) so a developer can scan console output and immediately identify warnings and errors.,specs/005-core-logging-assertions/spec.md:124,"Source/Core/Public/Core/{FLog,FLogCategory,FLogConsoleSink,SGAssert,SGLog,SGPlatformBreak}.h","Source/Core/Private/{FLog,FLogCategory,FLogConsoleSink}.cpp",Tests/LoggingAssertionTests.cpp; Tests/Main.cpp,.github/workflows/ci.yml; Build/*/Tests/StonerTest,FeatureMapped,"Feature-level evidence seed for logging, assertion, filtering, and thread-safety contracts."
005-SC-003,005,SC,SC-003,"Assertion macros catch 100% of violated preconditions in Debug builds, reporting exact source location (file + line) for every failure.",specs/005-core-logging-assertions/spec.md:125,"Source/Core/Public/Core/{FLog,FLogCategory,FLogConsoleSink,SGAssert,SGLog,SGPlatformBreak}.h","Source/Core/Private/{FLog,FLogCategory,FLogConsoleSink}.cpp",Tests/LoggingAssertionTests.cpp; Tests/Main.cpp,.github/workflows/ci.yml; Build/*/Tests/StonerTest,FeatureMapped,"Feature-level evidence seed for logging, assertion, filtering, and thread-safety contracts."
005-SC-004,005,SC,SC-004,`SG_CHECK` assertions have zero measurable runtime cost in Release builds (completely compiled out).,specs/005-core-logging-assertions/spec.md:126,"Source/Core/Public/Core/{FLog,FLogCategory,FLogConsoleSink,SGAssert,SGLog,SGPlatformBreak}.h","Source/Core/Private/{FLog,FLogCategory,FLogConsoleSink}.cpp",Tests/LoggingAssertionTests.cpp; Tests/Main.cpp,.github/workflows/ci.yml; Build/*/Tests/StonerTest,FeatureMapped,"Feature-level evidence seed for logging, assertion, filtering, and thread-safety contracts."
005-SC-005,005,SC,SC-005,"`SG_VERIFY` always executes its expression in all build configurations, ensuring side-effect-dependent code is never silently removed.",specs/005-core-logging-assertions/spec.md:127,"Source/Core/Public/Core/{FLog,FLogCategory,FLogConsoleSink,SGAssert,SGLog,SGPlatformBreak}.h","Source/Core/Private/{FLog,FLogCategory,FLogConsoleSink}.cpp",Tests/LoggingAssertionTests.cpp; Tests/Main.cpp,.github/workflows/ci.yml; Build/*/Tests/StonerTest,FeatureMapped,"Feature-level evidence seed for logging, assertion, filtering, and thread-safety contracts."
005-SC-006,005,SC,SC-006,"Category-based filtering allows a developer to reduce visible log output by at least 80% when focusing on a single subsystem, without modifying any log call sites.",specs/005-core-logging-assertions/spec.md:128,"Source/Core/Public/Core/{FLog,FLogCategory,FLogConsoleSink,SGAssert,SGLog,SGPlatformBreak}.h","Source/Core/Private/{FLog,FLogCategory,FLogConsoleSink}.cpp",Tests/LoggingAssertionTests.cpp; Tests/Main.cpp,.github/workflows/ci.yml; Build/*/Tests/StonerTest,FeatureMapped,"Feature-level evidence seed for logging, assertion, filtering, and thread-safety contracts."
005-SC-007,005,SC,SC-007,"Concurrent logging from multiple threads produces correctly formatted, non-interleaved output lines 100% of the time.",specs/005-core-logging-assertions/spec.md:129,"Source/Core/Public/Core/{FLog,FLogCategory,FLogConsoleSink,SGAssert,SGLog,SGPlatformBreak}.h","Source/Core/Private/{FLog,FLogCategory,FLogConsoleSink}.cpp",Tests/LoggingAssertionTests.cpp; Tests/Main.cpp,.github/workflows/ci.yml; Build/*/Tests/StonerTest,FeatureMapped,"Feature-level evidence seed for logging, assertion, filtering, and thread-safety contracts."
005-SC-008,005,SC,SC-008,"The logging and assertion system compiles and passes all unit tests on Windows (MSVC), macOS (Clang), and Linux (GCC) without platform-specific workarounds at call sites.",specs/005-core-logging-assertions/spec.md:130,"Source/Core/Public/Core/{FLog,FLogCategory,FLogConsoleSink,SGAssert,SGLog,SGPlatformBreak}.h","Source/Core/Private/{FLog,FLogCategory,FLogConsoleSink}.cpp",Tests/LoggingAssertionTests.cpp; Tests/Main.cpp,.github/workflows/ci.yml; Build/*/Tests/StonerTest,FeatureMapped,"Feature-level evidence seed for logging, assertion, filtering, and thread-safety contracts."
005-SC-009,005,SC,SC-009,"Unit test suite achieves 100% coverage of all public API entry points (every macro, every severity level, every filtering path).",specs/005-core-logging-assertions/spec.md:131,"Source/Core/Public/Core/{FLog,FLogCategory,FLogConsoleSink,SGAssert,SGLog,SGPlatformBreak}.h","Source/Core/Private/{FLog,FLogCategory,FLogConsoleSink}.cpp",Tests/LoggingAssertionTests.cpp; Tests/Main.cpp,.github/workflows/ci.yml; Build/*/Tests/StonerTest,FeatureMapped,"Feature-level evidence seed for logging, assertion, filtering, and thread-safety contracts."
006-FR-001,006,FR,FR-001,"System MUST expose exactly one supported platform identity for the active build among Windows, macOS, and Linux.",specs/006-core-platform-abstraction/spec.md:101,"Source/Core/Public/Core/{FPlatformFileSystem,FPlatformMemory,FPlatformMisc,FPlatformProcess,FPlatformTime,FPlatformWindow,SGPlatform}.h",Source/Core/Private/FPlatform*.cpp,Tests/CorePlatformTests.cpp; Tests/CorePlatformOwnershipTests.cpp; Tests/verify_platform_identity.py,.github/workflows/ci.yml; Build/*/Tests/StonerTest,FeatureMapped,Feature-level evidence seed for platform abstraction and edge-case coverage.
006-FR-002,006,FR,FR-002,"System MUST provide platform detection macros or equivalent public constants for Windows, macOS, and Linux that allow platform-conditional code to be expressed consistently.",specs/006-core-platform-abstraction/spec.md:102,"Source/Core/Public/Core/{FPlatformFileSystem,FPlatformMemory,FPlatformMisc,FPlatformProcess,FPlatformTime,FPlatformWindow,SGPlatform}.h",Source/Core/Private/FPlatform*.cpp,Tests/CorePlatformTests.cpp; Tests/CorePlatformOwnershipTests.cpp; Tests/verify_platform_identity.py,.github/workflows/ci.yml; Build/*/Tests/StonerTest,FeatureMapped,Feature-level evidence seed for platform abstraction and edge-case coverage.
006-FR-003,006,FR,FR-003,"System MUST provide a platform information capability that reports the operating system name, CPU core count, and available memory when the host platform can provide it.",specs/006-core-platform-abstraction/spec.md:103,"Source/Core/Public/Core/{FPlatformFileSystem,FPlatformMemory,FPlatformMisc,FPlatformProcess,FPlatformTime,FPlatformWindow,SGPlatform}.h",Source/Core/Private/FPlatform*.cpp,Tests/CorePlatformTests.cpp; Tests/CorePlatformOwnershipTests.cpp; Tests/verify_platform_identity.py,.github/workflows/ci.yml; Build/*/Tests/StonerTest,FeatureMapped,Feature-level evidence seed for platform abstraction and edge-case coverage.
006-FR-004,006,FR,FR-004,"System MUST provide a high-resolution time capability that returns monotonic timestamps suitable for measuring elapsed time during engine startup, tests, and frame diagnostics.",specs/006-core-platform-abstraction/spec.md:104,"Source/Core/Public/Core/{FPlatformFileSystem,FPlatformMemory,FPlatformMisc,FPlatformProcess,FPlatformTime,FPlatformWindow,SGPlatform}.h",Source/Core/Private/FPlatform*.cpp,Tests/CorePlatformTests.cpp; Tests/CorePlatformOwnershipTests.cpp; Tests/verify_platform_identity.py,.github/workflows/ci.yml; Build/*/Tests/StonerTest,FeatureMapped,Feature-level evidence seed for platform abstraction and edge-case coverage.
006-FR-005,006,FR,FR-005,"System MUST provide elapsed-time conversion helpers so developers can compare durations in seconds, milliseconds, and microseconds without platform-specific call sites.",specs/006-core-platform-abstraction/spec.md:105,"Source/Core/Public/Core/{FPlatformFileSystem,FPlatformMemory,FPlatformMisc,FPlatformProcess,FPlatformTime,FPlatformWindow,SGPlatform}.h",Source/Core/Private/FPlatform*.cpp,Tests/CorePlatformTests.cpp; Tests/CorePlatformOwnershipTests.cpp; Tests/verify_platform_identity.py,.github/workflows/ci.yml; Build/*/Tests/StonerTest,FeatureMapped,Feature-level evidence seed for platform abstraction and edge-case coverage.
006-FR-006,006,FR,FR-006,System MUST provide basic file existence checks for files and directories using engine-facing path values.,specs/006-core-platform-abstraction/spec.md:106,"Source/Core/Public/Core/{FPlatformFileSystem,FPlatformMemory,FPlatformMisc,FPlatformProcess,FPlatformTime,FPlatformWindow,SGPlatform}.h",Source/Core/Private/FPlatform*.cpp,Tests/CorePlatformTests.cpp; Tests/CorePlatformOwnershipTests.cpp; Tests/verify_platform_identity.py,.github/workflows/ci.yml; Build/*/Tests/StonerTest,FeatureMapped,Feature-level evidence seed for platform abstraction and edge-case coverage.
006-FR-007,006,FR,FR-007,System MUST provide basic file read and write operations that preserve byte-for-byte content for small text and binary payloads.,specs/006-core-platform-abstraction/spec.md:107,"Source/Core/Public/Core/{FPlatformFileSystem,FPlatformMemory,FPlatformMisc,FPlatformProcess,FPlatformTime,FPlatformWindow,SGPlatform}.h",Source/Core/Private/FPlatform*.cpp,Tests/CorePlatformTests.cpp; Tests/CorePlatformOwnershipTests.cpp; Tests/verify_platform_identity.py,.github/workflows/ci.yml; Build/*/Tests/StonerTest,FeatureMapped,Feature-level evidence seed for platform abstraction and edge-case coverage.
006-FR-008,006,FR,FR-008,"System MUST provide recursive directory creation for a requested path, including missing parent directories, and report whether the final directory is available after the operation.",specs/006-core-platform-abstraction/spec.md:108,"Source/Core/Public/Core/{FPlatformFileSystem,FPlatformMemory,FPlatformMisc,FPlatformProcess,FPlatformTime,FPlatformWindow,SGPlatform}.h",Source/Core/Private/FPlatform*.cpp,Tests/CorePlatformTests.cpp; Tests/CorePlatformOwnershipTests.cpp; Tests/verify_platform_identity.py,.github/workflows/ci.yml; Build/*/Tests/StonerTest,FeatureMapped,Feature-level evidence seed for platform abstraction and edge-case coverage.
006-FR-009,006,FR,FR-009,"System MUST report file operation failures clearly without crashing, leaking resources, or leaving partially successful results marked as complete.",specs/006-core-platform-abstraction/spec.md:109,"Source/Core/Public/Core/{FPlatformFileSystem,FPlatformMemory,FPlatformMisc,FPlatformProcess,FPlatformTime,FPlatformWindow,SGPlatform}.h",Source/Core/Private/FPlatform*.cpp,Tests/CorePlatformTests.cpp; Tests/CorePlatformOwnershipTests.cpp; Tests/verify_platform_identity.py,.github/workflows/ci.yml; Build/*/Tests/StonerTest,FeatureMapped,Feature-level evidence seed for platform abstraction and edge-case coverage.
006-FR-010,006,FR,FR-010,"System MUST provide a dynamic module loading capability that can load a runtime module by explicit file path, resolve an entry point by name, and release a valid loaded module. Bare module names and implicit platform search paths are out of scope.",specs/006-core-platform-abstraction/spec.md:110,"Source/Core/Public/Core/{FPlatformFileSystem,FPlatformMemory,FPlatformMisc,FPlatformProcess,FPlatformTime,FPlatformWindow,SGPlatform}.h",Source/Core/Private/FPlatform*.cpp,Tests/CorePlatformTests.cpp; Tests/CorePlatformOwnershipTests.cpp; Tests/verify_platform_identity.py,.github/workflows/ci.yml; Build/*/Tests/StonerTest,FeatureMapped,Feature-level evidence seed for platform abstraction and edge-case coverage.
006-FR-011,006,FR,FR-011,"System MUST treat missing modules, missing entry points, and invalid module handles as recoverable failures.",specs/006-core-platform-abstraction/spec.md:111,"Source/Core/Public/Core/{FPlatformFileSystem,FPlatformMemory,FPlatformMisc,FPlatformProcess,FPlatformTime,FPlatformWindow,SGPlatform}.h",Source/Core/Private/FPlatform*.cpp,Tests/CorePlatformTests.cpp; Tests/CorePlatformOwnershipTests.cpp; Tests/verify_platform_identity.py,.github/workflows/ci.yml; Build/*/Tests/StonerTest,FeatureMapped,Feature-level evidence seed for platform abstraction and edge-case coverage.
006-FR-012,006,FR,FR-012,System MUST provide a native window handle abstraction that can represent an empty handle and supported platform handle values without exposing higher-layer dependencies.,specs/006-core-platform-abstraction/spec.md:112,"Source/Core/Public/Core/{FPlatformFileSystem,FPlatformMemory,FPlatformMisc,FPlatformProcess,FPlatformTime,FPlatformWindow,SGPlatform}.h",Source/Core/Private/FPlatform*.cpp,Tests/CorePlatformTests.cpp; Tests/CorePlatformOwnershipTests.cpp; Tests/verify_platform_identity.py,.github/workflows/ci.yml; Build/*/Tests/StonerTest,FeatureMapped,Feature-level evidence seed for platform abstraction and edge-case coverage.
006-FR-013,006,FR,FR-013,"System MUST ensure Core platform public headers compile in isolation and do not include RHI, Backend, Renderer, Application, windowing framework, or graphics API headers.",specs/006-core-platform-abstraction/spec.md:113,"Source/Core/Public/Core/{FPlatformFileSystem,FPlatformMemory,FPlatformMisc,FPlatformProcess,FPlatformTime,FPlatformWindow,SGPlatform}.h",Source/Core/Private/FPlatform*.cpp,Tests/CorePlatformTests.cpp; Tests/CorePlatformOwnershipTests.cpp; Tests/verify_platform_identity.py,.github/workflows/ci.yml; Build/*/Tests/StonerTest,FeatureMapped,Feature-level evidence seed for platform abstraction and edge-case coverage.
006-FR-014,006,FR,FR-014,"System MUST provide unit-test coverage for platform identity, platform information, high-resolution timing, file operations, dynamic module failure handling, and native window handle validity.",specs/006-core-platform-abstraction/spec.md:114,"Source/Core/Public/Core/{FPlatformFileSystem,FPlatformMemory,FPlatformMisc,FPlatformProcess,FPlatformTime,FPlatformWindow,SGPlatform}.h",Source/Core/Private/FPlatform*.cpp,Tests/CorePlatformTests.cpp; Tests/CorePlatformOwnershipTests.cpp; Tests/verify_platform_identity.py,.github/workflows/ci.yml; Build/*/Tests/StonerTest,FeatureMapped,Feature-level evidence seed for platform abstraction and edge-case coverage.
